Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
CBIO,"Catalyst Biosciences, Inc. ",3.7775,16092758.18,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cbio
CPRX,"Catalyst Pharmaceuticals, Inc.",1.95,161796016.2,n/a,2006,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cprx
CATS,"Catasys, Inc.",4.16,38333330.88,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cats
CATY,Cathay General Bancorp,37.85,3021705507,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/caty
CATYW,Cathay General Bancorp,19.25,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/catyw
CVCO,"Cavco Industries, Inc.",116.7,1049514376,n/a,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/cvco
CAVM,"Cavium, Inc.",71.53,4855538230,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/cavm
CBFV,"CB Financial Services, Inc.",27.8951,114035866.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbfv
CBAK,"CBAK Energy Technology, Inc.",1.4,27440656.6,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cbak
CBOE,"CBOE Holdings, Inc.",84.08,9420552570,n/a,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cboe
CDK,"CDK Global, Inc.",61.99,9000564096,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cdk
CDW,CDW Corporation,58.72,9224245234,n/a,2013,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/cdw
CECE,CECO Environmental Corp.,9.79,338657863.2,n/a,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/cece
CELG,Celgene Corporation,119.32,93167959652,n/a,1987,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/celg
CELGZ,Celgene Corporation,1.17,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/celgz
CLDX,"Celldex Therapeutics, Inc.",3.15,394079849.1,n/a,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/cldx
APOP,Cellect Biotechnology Ltd.,10,7688800,768880,2016,n/a,n/a,http://www.nasdaq.com/symbol/apop
APOPW,Cellect Biotechnology Ltd.,3.14,0,n/a,2016,n/a,n/a,http://www.nasdaq.com/symbol/apopw
CLRB,"Cellectar Biosciences, Inc.",1.79,24097284.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clrb
CLRBW,"Cellectar Biosciences, Inc.",0.2154,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clrbw
CLRBZ,"Cellectar Biosciences, Inc.",0.6,0,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clrbz
CLLS,Cellectis S.A.,24.38,188780459.4,7743251,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/clls
CBMG,"Cellular Biomedicine Group, Inc.",5.25,75026007,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cbmg
CLSN,Celsion Corporation,0.24,13311958.08,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clsn
CYAD,Celyad SA,41.6979,22536422.32,540469,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cyad
CEMP,"Cempra, Inc.",4.025,211326519.1,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cemp
CETX,Cemtrex Inc.,3.22,32407316.48,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cetx
CETXP,Cemtrex Inc.,5.6411,0,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cetxp
CETXW,Cemtrex Inc.,0.5099,0,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cetxw
CDEV,"Centennial Resource Development, Inc.",16.545,3751595278,n/a,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cdev
CSFL,"CenterState Banks, Inc.",24.59,1362628416,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/csfl
CETV,Central European Media Enterprises Ltd.,4.15,599370248.9,n/a,1994,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/cetv
CFBK,Central Federal Corporation,2.05,33391582.85,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cfbk
CENT,Central Garden & Pet Company,34.69,1790819423,n/a,1993,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/cent
CENTA,Central Garden & Pet Company,32.99,1703059463,n/a,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/centa
CVCY,Central Valley Community Bancorp,20.74,253285383.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cvcy
CFCB,Centrue Financial Corporation,26.75,174241314.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cfcb
CENX,Century Aluminum Company,13.525,1180220917,n/a,1996,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/cenx
CNBKA,"Century Bancorp, Inc.",61.75,343818380.8,n/a,1987,Finance,Major Banks,http://www.nasdaq.com/symbol/cnbka
CNTY,"Century Casinos, Inc.",8.24,201560848.3,n/a,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/cnty
CRNT,Ceragon Networks Ltd.,3.18,247523590.3,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/crnt
CERC,Cerecor Inc.,0.79,11124347.87,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cerc
CERCW,Cerecor Inc.,0.035,0,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cercw
CERN,Cerner Corporation,64.35,21263123782,n/a,1986,Technology,EDP Services,http://www.nasdaq.com/symbol/cern
CERU,Cerulean Pharma Inc.,0.45,13059654.75,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ceru
CERS,Cerus Corporation,3.12,324287730,n/a,1997,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/cers
KOOL,Cesca Therapeutics Inc.,3.09,30598156.44,n/a,n/a,Capital Goods,Medical Specialities,http://www.nasdaq.com/symbol/kool
CEVA,"CEVA, Inc.",42.6,916907873.4,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/ceva
CFCO,CF Corporation,10.0308,842587200,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/cfco
CFCOU,CF Corporation,10.74,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/cfcou
CFCOW,CF Corporation,1.45,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/cfcow
CSBR,"Champions Oncology, Inc.",2.436,26743265.47,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/csbr
CYOU,Changyou.com Limited,31.05,578525338.8,18632056,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyou
HOTR,"Chanticleer Holdings, Inc.",0.4,9517820.8,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/hotr
HOTRW,"Chanticleer Holdings, Inc.",0.14,0,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/hotrw
CTHR,Charles & Colvard Ltd,0.8827,19092522.95,n/a,1997,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/cthr
GTLS,"Chart Industries, Inc.",35.39,1087045327,n/a,2006,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/gtls
CHTR,"Charter Communications, Inc.",322,86147217646,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/chtr
CHFN,Charter Financial Corp.,18.54,279223820.6,n/a,2010,Finance,Savings Institutions,http://www.nasdaq.com/symbol/chfn
CHKP,Check Point Software Technologies Ltd.,107.6,17858931950,n/a,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/chkp
CHEK,Check-Cap Ltd.,1.98,30946798.08,n/a,2015,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/chek
CHEKW,Check-Cap Ltd.,0.64,0,n/a,2015,Health Care,Medical Electronics,http://www.nasdaq.com/symbol/chekw
CEMI,"Chembio Diagnostics, Inc.",6.85,84248985.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cemi
CHFC,Chemical Financial Corporation,46.95,3338990100,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chfc
CCXI,"ChemoCentryx, Inc.",7.38,355483825.2,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ccxi
CHMG,Chemung Financial Corp,37.951,179605005.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chmg
CHKE,Cherokee Inc.,9,116561556,n/a,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/chke
CHMA,"Chiasma, Inc.",1.6,38975334.4,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/chma
PLCE,"Children&#39;s Place, Inc. (The)",122.05,2140572705,n/a,1997,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/plce
CMRX,"Chimerix, Inc.",4.64,216464319.5,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cmrx
CADC,"China Advanced Construction Materials Group, Inc.",2.4208,5780042.486,n/a,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/cadc
CALI,China Auto Logistics Inc.,2.72,10973551.68,n/a,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/cali
CAAS,"China Automotive Systems, Inc.",4.43,140182937.7,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/caas
CBPO,"China Biologic Products, Inc.",110.17,2996786721,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cbpo
CCCL,"China Ceramics Co., Ltd.",1.66,4661356.36,n/a,n/a,Capital Goods,Building Materials,http://www.nasdaq.com/symbol/cccl
CCCR,"China Commercial Credit, Inc.",2.03,34151560.87,n/a,2013,Finance,Major Banks,http://www.nasdaq.com/symbol/cccr
CCRC,"China Customer Relations Centers, Inc.",15.78,289241088,n/a,2015,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ccrc
JRJC,China Finance Online Co. Limited,2.2,46683122.2,21219601,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/jrjc
HGSH,"China HGS Real Estate, Inc.",1.5699,70723995,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/hgsh
CNIT,"China Information Technology, Inc.",0.88,35403419.92,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cnit
CJJD,"China Jo-Jo Drugstores, Inc.",1.7588,44347579.18,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cjjd
CLDC,China Lending Corporation,5.52,129267470.4,n/a,2014,Finance,Diversified Financial Services,http://www.nasdaq.com/symbol/cldc
HTHT,"China Lodging Group, Limited",74.88,2422795041,32355703,2010,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/htht
CHNR,"China Natural Resources, Inc.",2.14,53309360.24,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/chnr
CREG,China Recycling Energy Corporation,1.63,13545622.74,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/creg
CNTF,China TechFaith Wireless Communication Technology Limited,2.38,17276389.06,7258987,2005,n/a,n/a,http://www.nasdaq.com/symbol/cntf
CXDC,China XD Plastics Company Limited,4.8,237655396.8,n/a,n/a,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/cxdc
CCIH,ChinaCache International Holdings Ltd.,0.99,19410185.52,19606248,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/ccih
CNET,"ChinaNet Online Holdings, Inc.",1.141,13994983.42,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/cnet
IMOS,ChipMOS TECHNOLOGIES INC.,18.4,371301990.4,20179456,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/imos
CDXC,ChromaDex Corporation,3.46,137667189.3,n/a,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/cdxc
CHSCL,CHS Inc,28.8,0,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscl
CHSCM,CHS Inc,27.51,522690000,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscm
CHSCN,CHS Inc,28.28,475104000,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscn
CHSCO,CHS Inc,28.837,326411049.5,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chsco
CHSCP,CHS Inc,30.5046,220617137.4,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscp
CHDN,"Churchill Downs, Incorporated",166,2736448912,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/chdn
CHUY,"Chuy&#39;s Holdings, Inc.",29.975,506432451,n/a,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/chuy
CDTX,"Cidara Therapeutics, Inc.",7.25,121843804.5,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cdtx
CMCT,CIM Commercial Trust Corporation,15.55,1306947660,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cmct
CMPR,Cimpress N.V,85.49,2662596309,n/a,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/cmpr
CINF,Cincinnati Financial Corporation,69.06,11373363294,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cinf
CIDM,Cinedigm Corp,1.53,17136001.53,n/a,n/a,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/cidm
CTAS,Cintas Corporation,122.32,12883054683,n/a,1983,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ctas
CRUS,"Cirrus Logic, Inc.",63.98,4109560289,n/a,1989,Technology,Semiconductors,http://www.nasdaq.com/symbol/crus
CSCO,"Cisco Systems, Inc.",33.45,1.67513E+11,n/a,1990,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/csco
CTRN,"Citi Trends, Inc.",18.57,277471045.9,n/a,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/ctrn
CZNC,Citizens & Northern Corp,23.04,280157345.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cznc
CZWI,"Citizens Community Bancorp, Inc.",14.16,74586313.2,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/czwi
CZFC,Citizens First Corporation,21.82,44055714.64,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/czfc
CIZN,Citizens Holding Company,24.0719,117641277,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cizn
CTXS,"Citrix Systems, Inc.",85.93,12988176169,n/a,1995,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ctxs
CHCO,City Holding Company,67.71,1056353189,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/chco
CIVB,"Civista Bancshares, Inc. ",21.94,221102895,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/civb
CIVBP,"Civista Bancshares, Inc. ",71.35,0,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/civbp
CDTI,"Clean Diesel Technologies, Inc.",3.27,51349794.27,n/a,n/a,Capital Goods,Pollution Control Equipment,http://www.nasdaq.com/symbol/cdti
CLNE,Clean Energy Fuels Corp.,2.495,375488525.5,n/a,2007,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/clne
CLNT,"Cleantech Solutions International, Inc.",4.01,5675918.41,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clnt
CACG,ClearBridge All Cap Growth ETF,24.79,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cacg
CLFD,"Clearfield, Inc.",14.15,199431684.8,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/clfd
CLRO,"ClearOne, Inc.",10.35,90471564.9,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/clro
CLSD,"Clearside Biomedical, Inc.",8.99,227447143.8,n/a,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clsd
CLIR,ClearSign Combustion Corporation,3.55,55375928.15,n/a,2012,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clir
CLIRW,ClearSign Combustion Corporation,1.15,0,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/clirw
CBLI,"Cleveland BioLabs, Inc.",3.4745,38174908.27,n/a,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/cbli
CSBK,Clifton Bancorp Inc.,16.33,375980564.6,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/csbk
CLVS,"Clovis Oncology, Inc.",47.57,2129832582,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/clvs
CMFN,CM Finance Inc,10.155,139006118.4,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/cmfn
CME,CME Group Inc.,116.17,39473545911,n/a,2002,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cme
CCNE,CNB Financial Corporation,22.93,350765025.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ccne
CWAY,"Coastway Bancorp, Inc.",19.7,86531087.7,n/a,2014,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cway
COBZ,CoBiz Financial Inc.,16.14,673632403.9,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/cobz
COKE,Coca-Cola Bottling Co. Consolidated,199.72,1864220233,n/a,1972,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/coke
CDXS,"Codexis, Inc.",4.65,223990142,n/a,2010,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/cdxs
CVLY,"Codorus Valley Bancorp, Inc",27,227834559,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cvly
JVA,"Coffee Holding Co., Inc.",4.92,28847445.84,n/a,2005,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/jva
CCOI,"Cogent Communications Holdings, Inc.",39.825,1811987759,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ccoi
CGNT,"Cogentix Medical, Inc.",1.7501,105774223.9,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cgnt
COGT,"Cogint, Inc.",5.75,314995534,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/cogt
CGNX,Cognex Corporation,91.28,7909081475,n/a,1989,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/cgnx
CTSH,Cognizant Technology Solutions Corporation,64.4,37931398621,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/ctsh
COHR,"Coherent, Inc.",248.88,6110956713,n/a,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/cohr
CHRS,"Coherus BioSciences, Inc.",22.35,1146289415,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/chrs
COHU,"Cohu, Inc.",18.68,510536448.6,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/cohu
CLCT,"Collectors Universe, Inc.",25.48,227307029,n/a,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/clct
COLL,"Collegium Pharmaceutical, Inc.",9.425,277646899.7,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/coll
CIGI,Colliers International Group Inc. ,51.375,1924246361,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/cigi
CBAN,"Colony Bankcorp, Inc.",13.65,115195871.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cban
COLB,"Columbia Banking System, Inc.",39.03,2277144112,n/a,1992,Finance,Major Banks,http://www.nasdaq.com/symbol/colb
COLM,Columbia Sportswear Company,55.58,3871609092,n/a,1998,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/colm
CMCO,Columbus McKinnon Corporation,24.76,558726930.1,n/a,1996,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/cmco
CBMX,CombiMatrix Corporation,5.9,17174534.2,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cbmx
CBMXW,CombiMatrix Corporation,1.79,0,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cbmxw
CMCSA,Comcast Corporation,38.98,1.8488E+11,n/a,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/cmcsa
CBSH,"Commerce Bancshares, Inc.",55.02,5590999362,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbsh
CBSHP,"Commerce Bancshares, Inc.",25.71,2356074787,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cbshp
CUBN,"Commerce Union Bancshares, Inc.",21.8,170616610,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/cubn
CHUBA,"CommerceHub, Inc.",16.276,702276213.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/chuba
CHUBK,"CommerceHub, Inc.",16.33,704606203.1,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/chubk
CVGI,"Commercial Vehicle Group, Inc.",9.19,283472231.1,n/a,2004,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/cvgi
COMM,"CommScope Holding Company, Inc.",36.275,6997202789,n/a,2013,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/comm
JCS,"Communications Systems, Inc.",4.65,41584959.3,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/jcs
ESXB,Community Bankers Trust Corporation.,8,175766184,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esxb
CCFI,Community Choice Financial Inc.,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ccfi
CFBI,"Community First Bancshares, Inc.",13.08,45356142.6,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/cfbi
CYHHZ,"Community Health Systems, Inc.",0.0095,0,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/cyhhz
CTBI,"Community Trust Bancorp, Inc.",43.3,764894543.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ctbi
CWBC,Community West Bancshares,10.15,82246860.85,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cwbc
CVLT,"Commvault Systems, Inc.",56.9,2557502906,n/a,2006,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cvlt
CGEN,Compugen Ltd.,4.2,214752442.8,n/a,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cgen
CPSI,"Computer Programs and Systems, Inc.",33.225,449733699.7,n/a,2002,Technology,EDP Services,http://www.nasdaq.com/symbol/cpsi
CTG,"Computer Task Group, Incorporated",5.84,90597432.56,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ctg
CHCI,"Comstock Holding Companies, Inc.",1.66,5712468.36,n/a,2004,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/chci
CMTL,Comtech Telecommunications Corp.,13.91,327624441.7,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/cmtl
CNAT,Conatus Pharmaceuticals Inc.,5.535,144850374.4,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnat
CNCE,"Concert Pharmaceuticals, Inc.",15.54,350627466,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cnce
CXRX,Concordia International Corp.,1.51,77145575.35,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cxrx
CCUR,Concurrent Computer Corporation,5.8,57046978.8,n/a,n/a,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/ccur
CDOR,"Condor Hospitality Trust, Inc.",10.35,119446814.3,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cdor
CFMS,"ConforMIS, Inc.",5.08,222761012.4,n/a,2015,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/cfms
CNFR,"Conifer Holdings, Inc.",7.95,60682898.55,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cnfr
CNMD,CONMED Corporation,51.02,1422018369,n/a,1987,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cnmd
CTWS,"Connecticut Water Service, Inc.",52.97,583406071.1,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/ctws
CNOB,"ConnectOne Bancorp, Inc.",21.85,699319541.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/cnob
CNXR,"Connecture, Inc.",0.8499,19224827.24,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cnxr
CONN,"Conn&#39;s, Inc.",17.075,528985139.2,n/a,2003,Consumer Services,Consumer Electronics/Video Chains,http://www.nasdaq.com/symbol/conn
CNSL,"Consolidated Communications Holdings, Inc.",20.65,1047642913,n/a,2005,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/cnsl
CWCO,Consolidated Water Co. Ltd.,11.5,171024136,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/cwco
CPSS,"Consumer Portfolio Services, Inc.",4.66,107838998.6,n/a,1992,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/cpss
CFRX,ContraFect Corporation,1.55,64566809.3,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cfrx
CTRV,ContraVir Pharmaceuticals Inc,0.711,53827924.43,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ctrv
CTRL,Control4 Corporation,17.53,426701358.7,n/a,2013,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/ctrl
CPAA,Conyers Park Acquisition Corp.,11.95,601234375,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/cpaa
CPAAU,Conyers Park Acquisition Corp.,13.19,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/cpaau
CPAAW,Conyers Park Acquisition Corp.,2.9,0,n/a,2016,Finance,Business Services,http://www.nasdaq.com/symbol/cpaaw
